Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
4425.0,16.0,2005.0,2.0,349.0,0.13,0.1,0.0,0.03,0.27,52.0,14.0,8.3,21.0,473.0,7.0
7841.0,4.0,2008.0,3.0,369.0,0.25,0.0,0.0,0.02,0.27,71.0,21.0,7.5,24.0,1483.0,1.0
7712.0,28.0,2010.0,11.0,528.0,0.12,0.11,0.0,0.02,0.27,78.0,45.0,7.0,38.0,501.0,7.0
2618.0,16.0,2004.0,11.0,53.0,0.13,0.1,0.0,0.03,0.27,66.0,20.0,8.3,6.0,666.0,1.0
2427.0,17.0,2010.0,7.0,464.0,0.24,0.0,0.0,0.02,0.27,71.0,21.0,7.5,24.0,1539.0,1.0
9360.0,4.0,2007.0,5.0,340.0,0.25,0.0,0.0,0.02,0.27,71.0,10.0,7.5,24.0,874.0,1.0
7788.0,28.0,2007.0,0.0,491.0,0.23,0.02,0.0,0.02,0.27,56.0,14.0,7.5,24.0,657.0,1.0
6174.0,28.0,2011.0,10.0,528.0,0.14,0.1,0.0,0.03,0.27,41.0,8.0,7.4,7.0,1562.0,1.0
9865.0,16.0,2007.0,1.0,528.0,0.13,0.1,0.0,0.03,0.27,71.0,21.0,7.0,6.0,1652.0,1.0
1226.0,4.0,2008.0,5.0,298.0,0.24,0.0,0.0,0.02,0.27,71.0,21.0,7.5,24.0,1539.0,1.0
116.0,26.0,2008.0,3.0,294.0,0.24,0.0,0.0,0.02,0.27,71.0,21.0,7.2,5.0,647.0,7.0
998.0,4.0,2007.0,3.0,139.0,0.24,0.0,0.0,0.02,0.27,58.0,11.0,7.5,24.0,442.0,2.0
4624.0,17.0,2010.0,10.0,277.0,0.0,0.0,0.27,0.0,0.27,71.0,21.0,7.5,24.0,1539.0,1.0
6979.0,6.0,2003.0,0.0,298.0,0.19,0.07,0.0,0.0,0.27,71.0,21.0,7.5,24.0,891.0,7.0
6372.0,17.0,2006.0,10.0,458.0,0.24,0.0,0.01,0.02,0.27,63.0,24.0,6.3,10.0,1246.0,1.0
1260.0,28.0,2011.0,8.0,528.0,0.14,0.1,0.0,0.03,0.27,47.0,62.0,5.7,109.0,1459.0,5.0
6291.0,4.0,2008.0,3.0,528.0,0.24,0.0,0.0,0.02,0.27,59.0,4.0,6.7,6.0,1567.0,1.0
431.0,26.0,2009.0,5.0,491.0,0.25,0.0,0.0,0.02,0.27,71.0,21.0,7.5,24.0,1420.0,1.0
6717.0,4.0,2005.0,6.0,139.0,0.24,0.01,0.0,0.02,0.27,45.0,4.0,6.1,22.0,431.0,1.0
340.0,16.0,2006.0,0.0,528.0,0.13,0.1,0.0,0.03,0.27,71.0,21.0,7.5,24.0,1539.0,1.0
8425.0,28.0,2009.0,8.0,463.0,0.15,0.09,0.0,0.02,0.27,69.0,49.0,7.3,59.0,1491.0,7.0
9318.0,26.0,2008.0,10.0,113.0,0.23,0.03,0.0,0.0,0.27,71.0,21.0,7.5,24.0,1539.0,1.0
8924.0,6.0,2004.0,3.0,533.0,0.19,0.07,0.0,0.0,0.27,71.0,21.0,7.5,24.0,1539.0,1.0
2721.0,29.0,2003.0,10.0,448.0,0.2,0.06,0.0,0.01,0.27,87.0,18.0,8.2,25.0,1606.0,1.0
3495.0,15.0,1997.0,10.0,503.0,0.0,0.0,0.25,0.02,0.27,71.0,21.0,7.5,24.0,1539.0,1.0
8496.0,4.0,2010.0,3.0,552.0,0.25,0.0,0.0,0.02,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
5344.0,16.0,2002.0,3.0,384.0,0.11,0.09,0.03,0.03,0.26,46.0,14.0,8.4,11.0,1080.0,7.0
3047.0,17.0,2012.0,0.0,21.0,0.12,0.1,0.0,0.04,0.26,40.0,9.0,6.4,31.0,657.0,5.0
291.0,28.0,2007.0,10.0,497.0,0.24,0.0,0.0,0.02,0.26,75.0,22.0,6.8,52.0,1606.0,2.0
2646.0,6.0,2002.0,7.0,53.0,0.19,0.07,0.0,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
3248.0,4.0,2007.0,9.0,298.0,0.24,0.0,0.0,0.02,0.26,46.0,9.0,7.0,6.0,832.0,1.0
7336.0,28.0,2010.0,11.0,409.0,0.24,0.0,0.0,0.02,0.26,89.0,27.0,8.2,160.0,1131.0,2.0
5816.0,4.0,2010.0,1.0,491.0,0.19,0.06,0.0,0.02,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
3863.0,17.0,2013.0,0.0,349.0,0.0,0.0,0.26,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
9929.0,3.0,1998.0,8.0,448.0,0.0,0.0,0.26,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
692.0,18.0,2016.0,0.0,552.0,0.07,0.16,0.0,0.04,0.26,73.0,28.0,8.5,79.0,1229.0,7.0
114.0,17.0,2010.0,9.0,349.0,0.0,0.0,0.26,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
8172.0,16.0,2001.0,0.0,497.0,0.13,0.1,0.0,0.03,0.26,53.0,16.0,7.3,11.0,685.0,5.0
9954.0,28.0,2008.0,0.0,448.0,0.22,0.02,0.0,0.02,0.26,55.0,42.0,6.4,24.0,465.0,7.0
7121.0,29.0,2002.0,8.0,448.0,0.16,0.05,0.04,0.01,0.26,90.0,41.0,8.5,64.0,1333.0,7.0
4607.0,15.0,1999.0,10.0,277.0,0.0,0.0,0.25,0.02,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
223.0,2.0,2013.0,0.0,349.0,0.0,0.0,0.26,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
4973.0,15.0,1996.0,7.0,166.0,0.08,0.06,0.11,0.02,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
324.0,4.0,2010.0,9.0,361.0,0.25,0.0,0.0,0.02,0.26,87.0,4.0,5.6,9.0,722.0,1.0
6480.0,15.0,1996.0,10.0,458.0,0.15,0.1,0.0,0.02,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
722.0,4.0,2010.0,11.0,528.0,0.09,0.14,0.0,0.03,0.26,71.0,21.0,7.5,24.0,1539.0,2.0
7237.0,16.0,2007.0,9.0,528.0,0.13,0.1,0.0,0.03,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
6587.0,16.0,2008.0,8.0,23.0,0.13,0.1,0.0,0.03,0.26,71.0,21.0,8.3,11.0,517.0,2.0
9307.0,4.0,2008.0,7.0,277.0,0.09,0.01,0.15,0.01,0.26,76.0,24.0,7.4,37.0,815.0,2.0
9497.0,28.0,2006.0,0.0,139.0,0.23,0.01,0.0,0.02,0.26,51.0,48.0,6.2,49.0,453.0,7.0
8580.0,4.0,2009.0,7.0,55.0,0.13,0.0,0.12,0.01,0.26,84.0,28.0,8.8,79.0,128.0,7.0
349.0,26.0,2013.0,11.0,21.0,0.15,0.09,0.0,0.02,0.26,71.0,21.0,2.8,5.0,511.0,1.0
10407.0,15.0,1997.0,4.0,458.0,0.15,0.1,0.0,0.02,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
5338.0,4.0,2009.0,9.0,277.0,0.0,0.0,0.26,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
9635.0,19.0,2005.0,7.0,528.0,0.0,0.01,0.25,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
9640.0,4.0,2007.0,7.0,349.0,0.0,0.0,0.26,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
9691.0,18.0,2015.0,4.0,458.0,0.09,0.13,0.0,0.04,0.26,81.0,70.0,8.1,188.0,910.0,1.0
5421.0,16.0,2006.0,10.0,327.0,0.13,0.1,0.0,0.03,0.26,56.0,11.0,7.5,10.0,226.0,2.0
2851.0,4.0,2008.0,7.0,55.0,0.09,0.0,0.16,0.01,0.26,82.0,17.0,8.9,24.0,128.0,2.0
10841.0,8.0,1994.0,6.0,448.0,0.0,0.0,0.26,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
8155.0,6.0,2002.0,0.0,491.0,0.19,0.07,0.0,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
9954.0,17.0,2008.0,0.0,448.0,0.22,0.02,0.0,0.02,0.26,55.0,26.0,6.8,20.0,465.0,7.0
1999.0,28.0,2010.0,0.0,432.0,0.18,0.06,0.0,0.02,0.26,68.0,39.0,8.2,332.0,41.0,5.0
3040.0,4.0,2009.0,3.0,528.0,0.24,0.0,0.0,0.02,0.26,71.0,21.0,7.5,24.0,867.0,1.0
1811.0,4.0,2007.0,3.0,361.0,0.0,0.0,0.26,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
975.0,16.0,2008.0,1.0,127.0,0.09,0.02,0.0,0.16,0.26,71.0,21.0,7.5,24.0,139.0,2.0
5657.0,26.0,2010.0,0.0,491.0,0.21,0.04,0.0,0.02,0.26,49.0,6.0,7.5,24.0,1420.0,2.0
4373.0,2.0,2013.0,10.0,283.0,0.0,0.0,0.26,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
3301.0,16.0,2004.0,6.0,497.0,0.13,0.1,0.0,0.03,0.26,50.0,7.0,6.6,8.0,1181.0,1.0
4462.0,18.0,2015.0,2.0,349.0,0.08,0.14,0.0,0.04,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
9808.0,17.0,2011.0,0.0,528.0,0.06,0.15,0.0,0.05,0.26,59.0,27.0,5.7,13.0,1546.0,2.0
1243.0,13.0,2015.0,8.0,21.0,0.0,0.25,0.0,0.01,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
7253.0,16.0,2007.0,7.0,448.0,0.1,0.08,0.05,0.03,0.26,71.0,21.0,8.4,8.0,1342.0,7.0
4628.0,17.0,2013.0,10.0,277.0,0.0,0.0,0.26,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
5547.0,26.0,2010.0,10.0,497.0,0.24,0.0,0.0,0.02,0.26,53.0,4.0,7.5,24.0,1606.0,1.0
9804.0,6.0,2002.0,0.0,491.0,0.19,0.07,0.0,0.0,0.26,55.0,5.0,7.5,24.0,686.0,1.0
2468.0,19.0,2010.0,2.0,349.0,0.11,0.03,0.09,0.03,0.26,63.0,22.0,8.6,20.0,1357.0,7.0
2854.0,2.0,2013.0,7.0,55.0,0.1,0.01,0.14,0.01,0.26,80.0,41.0,8.2,89.0,128.0,7.0
8456.0,16.0,2006.0,0.0,85.0,0.0,0.0,0.26,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
4104.0,6.0,2002.0,4.0,491.0,0.19,0.07,0.0,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
3192.0,6.0,2006.0,7.0,361.0,0.0,0.0,0.26,0.01,0.26,83.0,25.0,7.2,75.0,1429.0,1.0
6717.0,6.0,2005.0,6.0,139.0,0.19,0.07,0.0,0.0,0.26,71.0,21.0,8.3,14.0,431.0,1.0
9122.0,15.0,2000.0,9.0,21.0,0.15,0.1,0.0,0.02,0.26,76.0,12.0,7.5,24.0,1627.0,1.0
9150.0,7.0,2002.0,8.0,290.0,0.2,0.05,0.0,0.01,0.26,67.0,20.0,7.6,16.0,861.0,7.0
5137.0,19.0,2007.0,0.0,552.0,0.1,0.1,0.0,0.06,0.26,71.0,21.0,7.5,24.0,1511.0,2.0
10394.0,16.0,2002.0,2.0,528.0,0.13,0.1,0.0,0.03,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
145.0,4.0,2011.0,1.0,85.0,0.0,0.0,0.26,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
2673.0,17.0,2011.0,0.0,503.0,0.04,0.04,0.16,0.02,0.26,64.0,11.0,7.8,9.0,1054.0,7.0
1045.0,26.0,2007.0,9.0,491.0,0.23,0.01,0.0,0.02,0.26,71.0,21.0,5.0,6.0,214.0,1.0
10490.0,4.0,2009.0,5.0,552.0,0.0,0.24,0.0,0.02,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
6681.0,19.0,2006.0,2.0,349.0,0.26,0.0,0.0,0.0,0.26,70.0,11.0,6.6,11.0,155.0,7.0
350.0,28.0,2012.0,0.0,21.0,0.18,0.05,0.0,0.02,0.26,63.0,13.0,3.5,27.0,1232.0,1.0
4625.0,17.0,2011.0,10.0,277.0,0.0,0.0,0.26,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
5556.0,26.0,2009.0,10.0,497.0,0.24,0.0,0.0,0.02,0.26,61.0,5.0,4.5,10.0,16.0,1.0
11442.0,6.0,2006.0,3.0,277.0,0.14,0.05,0.07,0.01,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
10899.0,30.0,2016.0,10.0,497.0,0.12,0.12,0.0,0.02,0.26,68.0,12.0,5.5,27.0,1652.0,7.0
7478.0,6.0,2003.0,10.0,277.0,0.0,0.0,0.25,0.01,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
746.0,28.0,2007.0,11.0,138.0,0.21,0.02,0.0,0.02,0.26,73.0,55.0,7.1,40.0,469.0,7.0
5071.0,6.0,2004.0,1.0,63.0,0.0,0.0,0.25,0.01,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
7981.0,16.0,2002.0,6.0,60.0,0.13,0.1,0.0,0.03,0.26,59.0,14.0,9.0,17.0,1357.0,1.0
7605.0,30.0,2015.0,6.0,453.0,0.11,0.13,0.0,0.02,0.26,81.0,16.0,5.8,135.0,1327.0,1.0
5397.0,19.0,2009.0,10.0,458.0,0.24,0.0,0.0,0.02,0.26,78.0,12.0,6.9,7.0,1247.0,1.0
1148.0,15.0,1999.0,3.0,145.0,0.04,0.03,0.18,0.02,0.26,66.0,8.0,8.9,35.0,925.0,1.0
4376.0,26.0,2011.0,7.0,361.0,0.0,0.01,0.25,0.0,0.26,59.0,16.0,7.9,10.0,843.0,1.0
9812.0,17.0,2014.0,0.0,21.0,0.06,0.14,0.02,0.04,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
4035.0,19.0,2009.0,3.0,448.0,0.0,0.0,0.26,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
3862.0,19.0,2008.0,2.0,349.0,0.0,0.0,0.26,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
8462.0,19.0,2009.0,0.0,85.0,0.0,0.0,0.26,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
460.0,10.0,1999.0,8.0,17.0,0.21,0.05,0.0,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
6806.0,10.0,1996.0,0.0,21.0,0.21,0.05,0.0,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
9133.0,10.0,2000.0,9.0,290.0,0.21,0.05,0.0,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
2629.0,10.0,1999.0,8.0,178.0,0.21,0.05,0.0,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
6484.0,16.0,2007.0,10.0,139.0,0.13,0.1,0.0,0.03,0.26,71.0,21.0,5.0,8.0,431.0,1.0
455.0,16.0,2004.0,9.0,243.0,0.06,0.05,0.14,0.02,0.26,73.0,19.0,8.7,7.0,552.0,7.0
2374.0,26.0,2009.0,3.0,497.0,0.24,0.0,0.0,0.02,0.26,71.0,21.0,7.5,24.0,1439.0,1.0
2877.0,16.0,2002.0,10.0,277.0,0.13,0.1,0.0,0.03,0.26,44.0,14.0,6.7,9.0,815.0,7.0
2380.0,6.0,2002.0,1.0,357.0,0.19,0.07,0.0,0.0,0.26,71.0,21.0,7.5,24.0,290.0,1.0
11342.0,17.0,2014.0,0.0,448.0,0.0,0.0,0.26,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
583.0,4.0,2008.0,9.0,298.0,0.24,0.0,0.0,0.02,0.26,71.0,21.0,7.5,24.0,1685.0,1.0
8381.0,26.0,2009.0,3.0,277.0,0.16,0.07,0.0,0.02,0.26,49.0,5.0,7.5,24.0,108.0,7.0
7032.0,29.0,2003.0,10.0,489.0,0.19,0.06,0.0,0.01,0.26,77.0,33.0,8.4,7.0,696.0,5.0
695.0,7.0,2001.0,1.0,528.0,0.2,0.05,0.0,0.01,0.26,70.0,17.0,5.8,16.0,1547.0,7.0
7860.0,0.0,1981.0,10.0,53.0,0.24,0.01,0.0,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
10261.0,16.0,2009.0,10.0,139.0,0.12,0.01,0.0,0.13,0.26,71.0,21.0,7.5,24.0,453.0,1.0
9321.0,26.0,2008.0,10.0,528.0,0.24,0.0,0.0,0.02,0.26,71.0,21.0,7.5,24.0,392.0,1.0
8217.0,4.0,2007.0,11.0,349.0,0.0,0.0,0.26,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
2644.0,29.0,2003.0,7.0,53.0,0.19,0.06,0.0,0.01,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
4337.0,26.0,2009.0,9.0,528.0,0.24,0.0,0.0,0.02,0.26,71.0,21.0,7.5,24.0,847.0,1.0
5712.0,15.0,2000.0,6.0,17.0,0.14,0.1,0.0,0.02,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
9023.0,17.0,2008.0,0.0,21.0,0.2,0.04,0.0,0.02,0.26,67.0,44.0,7.9,34.0,1516.0,7.0
5198.0,16.0,2001.0,7.0,138.0,0.13,0.1,0.0,0.03,0.26,67.0,21.0,8.4,43.0,1140.0,7.0
1691.0,7.0,2003.0,6.0,548.0,0.2,0.05,0.0,0.01,0.26,66.0,10.0,7.4,8.0,1591.0,1.0
8336.0,17.0,2014.0,0.0,503.0,0.0,0.0,0.26,0.0,0.26,71.0,21.0,8.0,11.0,1054.0,7.0
1501.0,6.0,2004.0,0.0,361.0,0.1,0.04,0.11,0.01,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
2339.0,26.0,2009.0,10.0,497.0,0.14,0.09,0.0,0.03,0.26,55.0,17.0,7.5,24.0,15.0,7.0
2882.0,26.0,2009.0,6.0,361.0,0.24,0.0,0.0,0.02,0.26,77.0,29.0,8.6,26.0,965.0,1.0
110.0,16.0,2005.0,9.0,63.0,0.0,0.0,0.26,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
3370.0,6.0,2003.0,0.0,277.0,0.18,0.07,0.0,0.0,0.26,59.0,6.0,7.5,24.0,816.0,1.0
11293.0,21.0,1997.0,2.0,85.0,0.0,0.0,0.26,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
2376.0,6.0,2004.0,3.0,533.0,0.18,0.07,0.0,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
6914.0,29.0,2005.0,1.0,139.0,0.19,0.06,0.0,0.01,0.26,88.0,65.0,9.1,58.0,1051.0,7.0
4968.0,16.0,2004.0,2.0,235.0,0.13,0.1,0.0,0.03,0.26,64.0,45.0,6.9,12.0,1263.0,7.0
5659.0,15.0,1998.0,2.0,545.0,0.14,0.1,0.0,0.02,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
537.0,17.0,2012.0,7.0,503.0,0.06,0.04,0.14,0.02,0.26,70.0,17.0,6.6,120.0,635.0,7.0
1040.0,4.0,2008.0,1.0,183.0,0.24,0.0,0.0,0.02,0.26,71.0,21.0,7.5,24.0,995.0,1.0
728.0,18.0,2016.0,8.0,497.0,0.12,0.08,0.02,0.04,0.26,68.0,55.0,6.8,402.0,599.0,7.0
4474.0,21.0,1996.0,10.0,448.0,0.0,0.0,0.26,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
5280.0,26.0,2009.0,9.0,139.0,0.21,0.02,0.0,0.02,0.26,71.0,21.0,7.5,24.0,106.0,1.0
11026.0,26.0,2009.0,9.0,349.0,0.24,0.0,0.0,0.02,0.26,64.0,7.0,7.5,24.0,875.0,2.0
2547.0,16.0,2002.0,1.0,458.0,0.13,0.1,0.0,0.03,0.26,78.0,31.0,9.0,39.0,1409.0,5.0
1250.0,4.0,2011.0,8.0,21.0,0.19,0.04,0.0,0.02,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
9044.0,29.0,2005.0,3.0,491.0,0.19,0.06,0.0,0.01,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
7936.0,28.0,2013.0,0.0,85.0,0.12,0.1,0.02,0.02,0.26,75.0,30.0,7.4,170.0,268.0,5.0
10433.0,28.0,2010.0,10.0,21.0,0.17,0.06,0.0,0.02,0.26,53.0,10.0,6.6,10.0,1217.0,1.0
1448.0,15.0,1998.0,6.0,495.0,0.0,0.0,0.24,0.02,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
10343.0,17.0,2012.0,0.0,458.0,0.0,0.0,0.26,0.0,0.26,74.0,60.0,8.4,89.0,340.0,7.0
5219.0,7.0,2004.0,4.0,21.0,0.2,0.05,0.0,0.01,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
480.0,28.0,2013.0,8.0,139.0,0.16,0.07,0.0,0.02,0.26,54.0,55.0,6.2,195.0,1605.0,5.0
7639.0,17.0,2013.0,4.0,460.0,0.11,0.08,0.02,0.04,0.26,80.0,75.0,8.5,236.0,1240.0,2.0
846.0,6.0,2002.0,4.0,139.0,0.18,0.07,0.0,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
10387.0,17.0,2007.0,0.0,528.0,0.2,0.03,0.0,0.03,0.26,78.0,17.0,6.5,41.0,1558.0,5.0
454.0,15.0,1999.0,9.0,166.0,0.07,0.05,0.13,0.02,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
3239.0,23.0,1999.0,11.0,361.0,0.0,0.0,0.26,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
7933.0,4.0,2006.0,0.0,85.0,0.11,0.02,0.11,0.01,0.26,71.0,41.0,8.4,36.0,268.0,5.0
2089.0,0.0,1987.0,8.0,53.0,0.24,0.01,0.0,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
5207.0,28.0,2008.0,8.0,53.0,0.08,0.15,0.0,0.03,0.26,47.0,39.0,7.1,87.0,1350.0,5.0
7203.0,28.0,2005.0,0.0,528.0,0.2,0.03,0.0,0.02,0.26,80.0,57.0,7.5,79.0,1546.0,7.0
9742.0,21.0,1997.0,7.0,227.0,0.0,0.0,0.26,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
7827.0,4.0,2005.0,4.0,528.0,0.21,0.03,0.0,0.02,0.26,58.0,20.0,7.6,19.0,362.0,1.0
112.0,16.0,2007.0,9.0,63.0,0.0,0.0,0.26,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
138.0,6.0,2002.0,6.0,287.0,0.18,0.07,0.0,0.0,0.26,49.0,7.0,7.5,24.0,1444.0,1.0
11523.0,13.0,2008.0,11.0,325.0,0.04,0.18,0.0,0.04,0.26,71.0,21.0,8.4,14.0,223.0,1.0
595.0,7.0,2002.0,10.0,244.0,0.2,0.05,0.0,0.01,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
295.0,29.0,2002.0,10.0,17.0,0.19,0.06,0.0,0.01,0.26,79.0,15.0,8.1,7.0,42.0,1.0
5430.0,16.0,2004.0,6.0,21.0,0.13,0.1,0.0,0.03,0.26,77.0,30.0,8.1,9.0,840.0,1.0
10406.0,16.0,2009.0,1.0,138.0,0.0,0.21,0.0,0.04,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
6581.0,15.0,1999.0,10.0,139.0,0.14,0.1,0.0,0.02,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
6438.0,16.0,2003.0,10.0,458.0,0.13,0.1,0.0,0.03,0.26,58.0,19.0,7.8,8.0,36.0,1.0
9458.0,6.0,2002.0,11.0,63.0,0.0,0.0,0.25,0.01,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
6617.0,4.0,2008.0,1.0,91.0,0.24,0.0,0.0,0.02,0.26,46.0,5.0,3.6,5.0,620.0,2.0
1346.0,6.0,2002.0,4.0,277.0,0.16,0.06,0.04,0.0,0.26,87.0,27.0,8.2,39.0,788.0,7.0
3310.0,16.0,2001.0,6.0,458.0,0.13,0.1,0.0,0.03,0.26,73.0,18.0,6.0,5.0,1391.0,1.0
2409.0,21.0,1996.0,7.0,347.0,0.0,0.0,0.26,0.0,0.26,71.0,21.0,7.5,24.0,1539.0,1.0
10085.0,4.0,2010.0,0.0,491.0,0.12,0.11,0.0,0.02,0.26,71.0,21.0,7.5,24.0,628.0,1.0
7312.0,4.0,2006.0,1.0,127.0,0.23,0.01,0.0,0.02,0.26,63.0,11.0,8.6,7.0,69.0,7.0
624.0,29.0,2004.0,7.0,17.0,0.19,0.06,0.0,0.01,0.26,77.0,44.0,7.9,16.0,206.0,7.0
5488.0,4.0,2004.0,10.0,139.0,0.24,0.0,0.0,0.02,0.26,68.0,25.0,7.7,7.0,511.0,1.0
5434.0,7.0,2004.0,10.0,139.0,0.2,0.05,0.0,0.01,0.26,89.0,25.0,8.5,11.0,449.0,1.0
7422.0,4.0,2004.0,5.0,361.0,0.13,0.01,0.11,0.01,0.26,73.0,34.0,8.4,17.0,956.0,1.0
9486.0,6.0,2001.0,2.0,528.0,0.18,0.07,0.0,0.0,0.25,84.0,17.0,7.4,10.0,268.0,7.0
8422.0,29.0,2003.0,9.0,290.0,0.19,0.05,0.0,0.01,0.25,77.0,31.0,8.8,4.0,1505.0,7.0
9870.0,13.0,2006.0,7.0,497.0,0.01,0.2,0.0,0.04,0.25,94.0,54.0,8.1,2454.0,176.0,5.0
1583.0,15.0,1998.0,10.0,59.0,0.0,0.0,0.24,0.02,0.25,71.0,21.0,7.5,24.0,1539.0,1.0
4912.0,21.0,1998.0,11.0,349.0,0.0,0.0,0.25,0.0,0.25,71.0,21.0,7.5,24.0,1539.0,1.0
5907.0,4.0,2005.0,3.0,361.0,0.21,0.0,0.02,0.02,0.25,79.0,51.0,7.9,32.0,563.0,1.0
9702.0,16.0,2006.0,0.0,491.0,0.12,0.1,0.0,0.03,0.25,56.0,12.0,8.6,17.0,108.0,2.0
7897.0,26.0,2010.0,8.0,306.0,0.24,0.0,0.0,0.01,0.25,71.0,21.0,7.5,24.0,903.0,7.0
5473.0,4.0,2007.0,10.0,139.0,0.23,0.0,0.0,0.02,0.25,71.0,11.0,7.5,24.0,511.0,1.0
9010.0,19.0,2007.0,3.0,101.0,0.24,0.0,0.0,0.02,0.25,71.0,21.0,7.5,24.0,1539.0,1.0
1753.0,15.0,1999.0,7.0,4.0,0.14,0.1,0.0,0.02,0.25,71.0,21.0,7.5,24.0,1539.0,1.0
6950.0,17.0,2015.0,0.0,349.0,0.0,0.06,0.19,0.01,0.25,71.0,21.0,3.7,7.0,1054.0,7.0
9146.0,16.0,2009.0,0.0,290.0,0.17,0.01,0.0,0.08,0.25,71.0,21.0,8.3,9.0,863.0,7.0
984.0,7.0,2002.0,1.0,548.0,0.15,0.04,0.06,0.01,0.25,81.0,19.0,8.5,15.0,679.0,1.0
8441.0,19.0,2007.0,6.0,448.0,0.03,0.15,0.0,0.07,0.25,74.0,14.0,7.2,9.0,252.0,1.0
9562.0,19.0,2005.0,6.0,91.0,0.0,0.25,0.0,0.0,0.25,71.0,21.0,7.5,24.0,1539.0,1.0
9511.0,16.0,2000.0,10.0,497.0,0.12,0.1,0.0,0.03,0.25,46.0,15.0,4.6,8.0,1063.0,1.0
8101.0,23.0,1991.0,11.0,503.0,0.0,0.0,0.25,0.0,0.25,71.0,21.0,7.5,24.0,1539.0,1.0
4306.0,6.0,2006.0,4.0,548.0,0.18,0.07,0.0,0.0,0.25,71.0,21.0,7.5,24.0,69.0,1.0
10178.0,4.0,2006.0,0.0,127.0,0.23,0.0,0.0,0.02,0.25,71.0,21.0,7.5,24.0,1539.0,1.0
